news_website,news_title,left_third_word,left_sec_word,left_first_word,keyword,right_first_word,right_sec_word,right_third_word
posta,"
                    Son dakika: Antalya'da öğrencinin başını kesmişti! Valilik'ten ilk açıklama geldi!
                ",raporunda,tanı,olarak,bipolar,duygulanım,bozukluğu,27
posta,"
                    Son dakika: Antalya'da öğrencinin başını kesmişti! Valilik'ten ilk açıklama geldi!
                ",raporunda,tanı,olarak,bipolar,duygulanım,bozukluğu,27
posta,"
                    Okullardaki gizli tehlike! Koronavirüsün gölgesinde kaldı
                ",bozulmalara,sebep,oluyor,Bipolar,bozukluk,anksiyete,Wilms
posta,"
                    Sedanur'un ailesi isyan etti: Kızım onların yüzünden canavar oldu
                ",İbrahim,Şen,kızının,bipolar,hastası,olduğu,ve
posta,"
                    Sedanur'un ailesi isyan etti: Kızım onların yüzünden canavar oldu
                ",hem,de,psikolojik,Bipolardı,benim,çocuğum,Melekti
posta,"
                    Nurseli İdiz kimdir, kaç yaşında ve nereli? Nurseli İdiz’in hastalığı nedir?
                ",İdize,Tip,,Bipolar,teşhisi,konuldu,BİPOLAR
posta,"
                    Nurseli İdiz kimdir, kaç yaşında ve nereli? Nurseli İdiz’in hastalığı nedir?
                ",Bipolar,teşhisi,konuldu,BİPOLAR,BOZUKLUK,NEDİR,Bipolar
posta,"
                    Nurseli İdiz kimdir, kaç yaşında ve nereli? Nurseli İdiz’in hastalığı nedir?
                ",İdize,Tip,,Bipolar,teşhisi,konuldu,BİPOLAR
posta,"
                    Nurseli İdiz kimdir, kaç yaşında ve nereli? Nurseli İdiz’in hastalığı nedir?
                ",hali,oynamaları,arasında,bipolar,bozukluğu,olan,kişinin
posta,"
                    Son dakika: Ankara Gazi Üniversitesi Hastanesi'nde saldırı! Müdür odasında bıçaklandı
                ",ekiplerine,teslim,edildi,BİPOLAR,BOZUKLUK,TEŞHİSİ,KONULMUŞ
posta,"
                    Son dakika: Ankara Gazi Üniversitesi Hastanesi'nde saldırı! Müdür odasında bıçaklandı
                ",alınan,Hakkı,Kya,bipolar,bozukluk,teşhisi,konulduğu
posta,"
                    Halsey, Alev Aydın'ın annesinin mezarı başında poz verdi
                ",yaş,civarlarında,ona,bipolar,bozukluk,teşhisi,konulduğunu
posta,"
                    Nurseli İdiz: Taksiye verdiğim parayla İstanbul'da 2+1 ev alınırdı
                ",VERGİ,NEDİR,BİLMİYORDUM,BİPOLARMIŞIM,DÜŞEYİM,DİYE,ÇOK
posta,"
                    Bipolar bozukluğu olanlara bahar uyarısı: Manik atak yaşanabilir
                ",,,,Bipolar,bozukluk,iki,uçlu
posta,"
                    Bipolar bozukluğu olanlara bahar uyarısı: Manik atak yaşanabilir
                ",olarak,biliniyor,Türkiyede,bipolar,bozukluk,yaşayan,yaklaşık
posta,"
                    Bipolar bozukluğu olanlara bahar uyarısı: Manik atak yaşanabilir
                ",,,,Bipolar,bozukluk,iki,uçlu
posta,"
                    Bipolar bozukluğu olanlara bahar uyarısı: Manik atak yaşanabilir
                ",olarak,biliniyor,Türkiyede,bipolar,bozukluk,yaşayan,yaklaşık
posta,"
                    Bipolar bozukluğu olanlara bahar uyarısı: Manik atak yaşanabilir
                ",şarkı,söyledi,AMACIMIZ,BİPOLAR,BOZUKLUKLA,İLGİLİ,FARKINDALIĞI
posta,"
                    Bipolar bozukluğu olanlara bahar uyarısı: Manik atak yaşanabilir
                ",,,,Bipolar,bozukluk,iki,uçlu
posta,"
                    Bipolar bozukluğu olanlara bahar uyarısı: Manik atak yaşanabilir
                ",olarak,biliniyor,Türkiyede,bipolar,bozukluk,yaşayan,yaklaşık
posta,"
                    Bipolar bozukluğu olanlara bahar uyarısı: Manik atak yaşanabilir
                ",,,,Bipolar,bozukluk,iki,uçlu
posta,"
                    Bipolar bozukluğu olanlara bahar uyarısı: Manik atak yaşanabilir
                ",olarak,biliniyor,Türkiyede,bipolar,bozukluk,yaşayan,yaklaşık
posta,"
                    Bipolar bozukluğu olanlara bahar uyarısı: Manik atak yaşanabilir
                ",,,,Bipolar,bozukluk,iki,uçlu
posta,"
                    Bipolar bozukluğu olanlara bahar uyarısı: Manik atak yaşanabilir
                ",,,,Bipolar,bozukluk,iki,uçlu
posta,"
                    Bipolar bozukluğu olanlara bahar uyarısı: Manik atak yaşanabilir
                ",olarak,biliniyor,Türkiyede,bipolar,bozukluk,yaşayan,yaklaşık
posta,"
                    Bipolar bozukluğu olanlara bahar uyarısı: Manik atak yaşanabilir
                ",olarak,biliniyor,Türkiyede,bipolar,bozukluk,yaşayan,yaklaşık
posta,"
                    Uyku sorunu yaşayanlar dikkat! Sizi bekleyen tehlikenin farkında mısınız?
                ",getirebilir,uyarısında,bulundu,Bipolar,bozukluğu,olan,kişilerde
posta,"
                    Uyku sorunu yaşayanlar dikkat! Sizi bekleyen tehlikenin farkında mısınız?
                ",getirebilir,uyarısında,bulundu,Bipolar,bozukluğu,olan,kişilerde
posta,"
                    Uyku sorunu yaşayanlar dikkat! Sizi bekleyen tehlikenin farkında mısınız?
                ",menopoz,anksiyete,depresyon,bipolar,bozukluk,bunama,Parkinson
posta,"
                    Ünlü biriyle aşk yaşadığını iddia etse de tartışmayın!
                ",vurgulayan,Gökpınar,Ancak,bipolar,duygudurum,bozukluklarında,ataklar
posta,"
                    Ünlü biriyle aşk yaşadığını iddia etse de tartışmayın!
                ",vurgulayan,Gökpınar,Ancak,bipolar,duygudurum,bozukluklarında,ataklar
posta,"
                    Ünlü biriyle aşk yaşadığını iddia etse de tartışmayın!
                ",vurgulayan,Gökpınar,Ancak,bipolar,duygudurum,bozukluklarında,ataklar
posta,"
                    Şizofreni hastalarının kovid-19'dan ölüm olasılığı 3 kat daha fazla
                ",duygudurum,bozukluğu,depresyon,bipolar,bozukluk,kaygı,ve
posta,"
                    Halsey, Türk sevgilisi Alev Aydın'dan hamile! Halsey kimdir, hayatı hakkında merak edilenler
                ",yaş,civarlarında,ona,bipolar,bozukluk,teşhisi,konulduğunu
posta,"
                    Halsey'in sevgilisi Alev Aydın kimdir? Alev Aydın'ın hayatı hakkında merak edilenler
                ",yaş,civarlarında,ona,bipolar,bozukluk,teşhisi,konulduğunu
posta,"
                    Şizofreni hastasını yastıkla boğan kadın tutuklandı
                ",Hastanede,aydır,,bipolar,bozukluk,tedavisi,gören
posta,"
                    Market çalışanları pandemide depresyona girdi
                ",verilmelidir,ifadelerini,kullandı,Bipolar,bozukluk,nedir,Bipolar
posta,"
                    Market çalışanları pandemide depresyona girdi
                ",verilmelidir,ifadelerini,kullandı,Bipolar,bozukluk,nedir,Bipolar
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",,,,Bipolar,bozukluk,kişinin,bir
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",,,,Bipolar,bozukluk,kişinin,bir
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",önem,arz,etmektedir,Bipoların,en,belirgin,özelliği
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",,,,Bipolar,bozukluk,kişinin,bir
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",,,,Bipolar,bozukluk,kişinin,bir
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",edebilirken,ileri,seviye,bipolar,bozukluğu,yaşayanların,bu
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",,,,Bipolar,bozukluk,kişinin,bir
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",edebilirken,ileri,seviye,bipolar,bozukluğu,yaşayanların,bu
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",,,,Bipolar,bozukluk,kişinin,bir
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",,,,Bipolar,bozukluk,kişinin,bir
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",edebilirken,ileri,seviye,bipolar,bozukluğu,yaşayanların,bu
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",edebilirken,ileri,seviye,bipolar,bozukluğu,yaşayanların,bu
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",,,,Bipolar,bozukluk,kişinin,bir
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",,,,Bipolar,bozukluk,kişinin,bir
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",edebilirken,ileri,seviye,bipolar,bozukluğu,yaşayanların,bu
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",edebilirken,ileri,seviye,bipolar,bozukluğu,yaşayanların,bu
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",,,,Bipolar,bozukluk,kişinin,bir
posta,"
                    Bipolar bozukluk nedir? Bipolar bozukluk belirtileri nelerdir?
                ",,,,Bipolar,bozukluk,kişinin,bir
posta,"
                    Gece terörü hastalığı nedir? Çocuklarda ve gençlerde uyku terörü belirtileri...
                ",depresyon,anksiyete,veya,bipolar,bozukluk,gibi,ruh
posta,"
                    Psikoz ne demek? Psikoz ne anlama gelir?
                ",Spektrum,Bozuklukları,ve,Bipolar,Bozukluktan,bahsedilebilir,Klasik
posta,"
                    Lady Gaga: Psikolojik sorunlarım var
                ",Gaga,şizofreni,ve,bipolar,hastalıklarında,kullanılan,bir
posta,"
                    West-Kardashian evliliğinde sular durulmuyor: Kim arabada gözyaşlarına boğuldu
                ",ertesi,gün,Westin,bipolar,bozukluğu,olduğunu,ve
posta,"
                    Kanye West, Kim Kardashian'ın kendisini bağlayacağını söyleyip panik odasına kapandı
                ",Daha,önce,kendisinde,bipolar,kişilik,bölünmesi,olduğunu
posta,"
                    Malulen emeklilik nedir? Malulen emeklilik şartları nelerdir?
                ",ve,altı,Şizofreni,Bipolar,bozukluk,Görme,azlığı
posta,"
                    Corona virüs günlerinde bipolara dikkat!
                ",şekilde,hissedildiği,bugünlerde,bipolar,bozukluğu,olanların,da
posta,"
                    Corona virüs günlerinde bipolara dikkat!
                ",şekilde,hissedildiği,bugünlerde,bipolar,bozukluğu,olanların,da
posta,"
                    Corona virüs günlerinde bipolara dikkat!
                ",şekilde,hissedildiği,bugünlerde,bipolar,bozukluğu,olanların,da
posta,"
                    Corona virüs günlerinde bipolara dikkat!
                ",şekilde,hissedildiği,bugünlerde,bipolar,bozukluğu,olanların,da
posta,"
                    Corona virüs günlerinde bipolara dikkat!
                ",şekilde,hissedildiği,bugünlerde,bipolar,bozukluğu,olanların,da
posta,"
                    Corona virüs günlerinde bipolara dikkat!
                ",şekilde,hissedildiği,bugünlerde,bipolar,bozukluğu,olanların,da
posta,"
                    Corona virüs günlerinde bipolara dikkat!
                ",Barış,Önen,Ünsalver,Bipolar,bozukluğu,bulunan,bireylerin
posta,"
                    Corona virüs günlerinde bipolara dikkat!
                ",şekilde,hissedildiği,bugünlerde,bipolar,bozukluğu,olanların,da
posta,"
                    Baba olmak için erkeklerin biyolojik saati var mı? Yaş ilerledikçe sperm sayısı azalır mı?
                ",otizm,kat,,bipolar,bozuklukların,2,kat
posta,"
                    Hastaya 24 ay maaş
                ",ve,altı,Şizofreni,Bipolar,bozukluk,Görme,azlığı
posta,"
                    Çocukken bir köpeğe sahip olmak şizofreni riskini azaltıyor
                ",Kedi,sahip,olanların,bipolar,bozukluğa,karşı,koruyucu
posta,"
                    Uçakta 'FETÖ'cüyüm diyen kadın tutuklandı
                ",Sinir,Hastalıkları,Hastanesinde,bipolar,rahatsızlığından,dolayı,yatarak
posta,"
                    İntihar vakalarında riskli dönem 'ergenlik ve yaşlılık'
                ",Özellikle,depresyon,ve,bipolar,bozukluktaki,depresyon,epizotları
posta,"
                    İntihar vakalarında riskli dönem 'ergenlik ve yaşlılık'
                ",Özellikle,depresyon,ve,bipolar,bozukluktaki,depresyon,epizotları
posta,"
                    Billie Eilish'ten yeni single geliyor
                ",yönüyle,adeta,müziği,bipolar,prensesi,olma,yolunda
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",olarak,da,anılan,bipolar,bozukluğun,duygu,durum
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",YAŞLARDA,TANILANABİLİYOR,,Bipolar,bozukluğun,sıklıkla,ergenlikte
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",YAŞLARDA,TANILANABİLİYOR,,Bipolar,bozukluğun,sıklıkla,ergenlikte
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",olarak,da,anılan,bipolar,bozukluğun,duygu,durum
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",YAŞLARDA,TANILANABİLİYOR,,Bipolar,bozukluğun,sıklıkla,ergenlikte
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",YAŞLARDA,TANILANABİLİYOR,,Bipolar,bozukluğun,sıklıkla,ergenlikte
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",olarak,da,anılan,bipolar,bozukluğun,duygu,durum
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",YAŞLARDA,TANILANABİLİYOR,,Bipolar,bozukluğun,sıklıkla,ergenlikte
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",YAŞLARDA,TANILANABİLİYOR,,Bipolar,bozukluğun,sıklıkla,ergenlikte
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",olarak,da,anılan,bipolar,bozukluğun,duygu,durum
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",olarak,da,anılan,bipolar,bozukluğun,duygu,durum
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",olarak,da,anılan,bipolar,bozukluğun,duygu,durum
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",olarak,da,anılan,bipolar,bozukluğun,duygu,durum
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",YAŞLARDA,TANILANABİLİYOR,,Bipolar,bozukluğun,sıklıkla,ergenlikte
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",olarak,da,anılan,bipolar,bozukluğun,duygu,durum
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",YAŞLARDA,TANILANABİLİYOR,,Bipolar,bozukluğun,sıklıkla,ergenlikte
posta,"
                    Bipolar bozukluk en çok ergenlikte başlıyor
                ",olarak,da,anılan,bipolar,bozukluğun,duygu,durum
posta,"
                    Birçok ruhsal hastalık çocuklukta başlıyor
                ",ergenlerde,depresyon,ve,Bipolar,Bozukluk,görülmediği,düşünülürken
posta,"
                    Çocuklarda depresyona yol açan 5 neden
                ",bir,döneme,girme,bipolar,bozukluk,tanısı,alma
posta,"
                    Hastalara 24 ay maaş hakkı
                ",ve,altı,Şizofreni,Bipolar,bozukluk,Görme,azlığı
posta,"
                    350 milyon kişinin depresyonda olduğu tahmin ediliyor
                ",sonrası,stres,bozukluğu,bipolar,bozukluk,veya,şizofreni
posta,"
                    350 milyon kişinin depresyonda olduğu tahmin ediliyor
                ",sonrası,stres,bozukluğu,bipolar,bozukluk,veya,şizofreni
posta,"
                    Hasta olana devletten 24 aya kadar aylık
                ",ve,altı,Şizofreni,Bipolar,bozukluk,Görme,azlığı
posta,"
                    Hastaya 24 ay maaş
                ",ve,altı,Şizofreni,Bipolar,bozukluk,Görme,azlığı
posta,"
                    Engelli kıza tecavüz şüphelileri yargı önünde
                ",oturan,yaşındaki,,Bipolar,hastası,Gamze,U
posta,"
                    'İntiharı aklımdan çıkaramıyorum' notu bırakıp 9'uncu kattan atladı
                ",tedavi,gördüğünü,ve,bipolar,bozukluğunun,olduğunu,belirledi
posta,"
                    Sirkadyen ritim nedir?
                ",bozarsanız,uyku,bozukluklarına,bipolar,bozukluğa,yol,açabilir
posta,"
                    Bipolar bozukluk hakkında bilmedikleriniz
                ",bozukluğu,olarak,bilinen,bipolar,bozukluk,bireylerde,manihipomani
posta,"
                    Bipolar bozukluk hakkında bilmedikleriniz
                ",atakları,halinde,görülüyor,Bipolar,bozukluk,hakkında,doğru
posta,"
                    Bipolar bozukluk hakkında bilmedikleriniz
                ",bozukluğu,olarak,bilinen,bipolar,bozukluk,bireylerde,manihipomani
posta,"
                    Bipolar bozukluk hakkında bilmedikleriniz
                ",gebe,kalabileceklerini,vurguladı,BİPOLAR,BOZUKLUK,ATAKLARI,TAMAMEN
posta,"
                    Bipolar bozukluk hakkında bilmedikleriniz
                ",atakları,halinde,görülüyor,Bipolar,bozukluk,hakkında,doğru
posta,"
                    Bipolar bozukluk hakkında bilmedikleriniz
                ",gebe,kalabileceklerini,vurguladı,BİPOLAR,BOZUKLUK,ATAKLARI,TAMAMEN
posta,"
                    Bipolar bozukluk hakkında bilmedikleriniz
                ",atakları,halinde,görülüyor,Bipolar,bozukluk,hakkında,doğru
posta,"
                    Bipolar bozukluk hakkında bilmedikleriniz
                ",bozukluğu,olarak,bilinen,bipolar,bozukluk,bireylerde,manihipomani
posta,"
                    Bipolar bozukluk hakkında bilmedikleriniz
                ",bozukluğu,olarak,bilinen,bipolar,bozukluk,bireylerde,manihipomani
posta,"
                    Bipolar bozukluk hakkında bilmedikleriniz
                ",bozukluğu,olarak,bilinen,bipolar,bozukluk,bireylerde,manihipomani
posta,"
                    Bipolar bozukluk hakkında bilmedikleriniz
                ",atakları,halinde,görülüyor,Bipolar,bozukluk,hakkında,doğru
