,news_website,news_url,news_title,news_content
163,takvim,/guncel/2022/05/25/baskan-erdoganin-aciklamasiyla-uzaya-turk-astronot-gonderilecek-tua-adaylarin-ozelliklerini-siraladi,"Başkan Erdoğan’ın açıklamasıyla uzaya Türk astronot gönderilecek! TUA, adayların özelliklerini sıraladı - Takvim","

 Başkan Recep Tayyip Erdoğan, 'Türk Uzay Yolcusu ve Bilim Misyonu' projesinin detayları açıklandı. Bilimsel araştırmalar için Uluslararası Uzay İstasyonu'na gönderilecek biri yedek iki Türk uzay yolcusu ile ilgili aranılan kriterler sıralandı. İşte uzaya gidecek ilk Türk'te olması gereken özellikler:
 45 yaşından küçük olacak. İyi derecede İngilizce bilecek. Tıp, mühendislik, fen bilimleri mezunu olacak.
 Boyu 149.5 cm ile 190.5 cm uzunluğunda olacak. Kilosu 43 kilo ile 110 kilo aralığında bulunacak. Tansiyonu 155-95'in altında olacak
 Göz bozukluğu olmayacak. Renk körlüğü bulunmayacak. Protez ve vücudunda platin/vida olmayacak.
 Kronik kalp ve damar sistemi rahatsızlığı olmaması, panik bozukluk, anksiyete bozuklukları, psikotik bozukluk, bipolar bozukluk olmayacak.





10 GÜN UZAYDA, 10 YIL TUA'DA!
Adaylardan test, tetkik ve muayene talep edilecek. İngilizce için mülakata alınacak. Seçilen 2 aday, Türk Uzay Ajansı (TUA) veya TÜBİTAK bünyesinde 10 yıl mecburi hizmet görevi yapacak.





Adaylar başvurularını 23 Haziran 2022 günü saat 20.23'e kadar 'uzaya.gov.tr' adresine yapacak. Seçilecek aday Cumhuriyetin 100'üncü yılında uzayda olacak.
"
164,takvim,/haberler/2022/05/31/uzaya-yolculuk-basvurusu-nasil-yapilacak-uzaya-yolculuk-basvuru-sartlari-neler-iste-uzayagovtr-basvuru-ekrani,Uzaya yolculuk başvurusu nasıl yapılacak? Uzaya yolculuk başvuru şartları neler? İşte uzaya.gov.tr BAŞVURU ekranı! - Takvim,"

Kabine Toplantısı'nde birçok önemli açıklamalarda bulunan Başkan Erdoğan Milli Uzay programı kapsamında önemli bir kararı duyurdu. İki haftada bir yapılan Kabine Toplantısı'nda ele alınacak konular belli olmuştu. Erdoğan, 45 yaşından genç tüm vatandaşlar için uzaya yolculuk müjdesini verdi. Peki, Uzaya yolculuk başvurusu nasıl yapılacak? Kimler uzaya yolculuk yapacak? 45 yaş altı herkes başvuru yapabilir mi? İşte detaylar!




UZAYA YOLCULUK NASIL YAPILACAK?
Cumhurbaşkanı Recep Tayyip Erdoğan, kabine sonrasında yaptığı açıklamada, Milli Uzay Programı kapsamında belirlenen 'Türk Uzay Yolcusu ve Bilim Misyonu' görevini başlattıklarını açıkladı.
Türkiye'nin insanlı ilk uzay görevi başlıyor. Türk Uzay Yolcusu ve Bilim Misyonu projesi start aldı. Türkiye Cumhuriyeti'nin 100'üncü yılı olan 2023'te uzayda bir Türk olacak. Türk Uzay Yolcusu Uluslararası Uzay İstasyonu'na bilimsel araştırmalar için gönderilecek. Seçilecek 2 adaydan biri 10 gün süreyle istasyonda kalacak.
Türk uzay yolcusu için 45 yaşından küçük, mühendislik, fen bilimleri, temel bilimler, fen bilimleri ve temel bilimler alanlarında eğitim ve tıp fakültelerinden lisans derecesine sahip ve çok iyi derecede İngilizce bilenler başvuru yapabilecek.
Adayların 149.5-190.5 santimetre boya ve 43-110 kilogram ağırlığa sahip olması gerekecek. Her iki gözde de doğal olarak veya gözlük, kontakt lens ile düzeltme sonrası yüzde 100 (Snellen20/20) görme keskinliği aranacak adaylara yapılacak muayenelerde tansiyon problemi olup olmadığına bakılacak.
Başvurular, uzaya.gov.tr adresi üzerinden 23 Haziran 2022 saat 20:23'e kadar alınacak. İlk başvuru aşamasını geçen adaylardan ek bilgi, belge, doğrulama gibi talepler istenilecek. Adaylar, test, tetkik ve muayeneden geçirilecek, İngilizce dil yetenekleri için mülakata alınacak. Tüm bu süreçlerin sonunda aday sayısı 2'ye düşürülecek. Bu iki adaydan biri Uluslararası Uzay İstasyonu'na çıkacak ilk Türk olacak.
Cumhurbaşkanı Recep Tayyip Erdoğan, Kabine Toplantısının ardından millete sesleniş konuşması yaptı. Cumhurbaşkanlığı Külliyesindeki toplantının ardından konuşan Erdoğan, Türk Uzay Yolcusu ve Bilim Misyonu ile ilgili şu açıklamayı yaptı:




ADIM ADIM İLERLİYORUZ: Uzay alanında iddiasını ortaya koyan bir Türkiye için, yaklaşık bir yıl önce yine bu kürsüden, Milli Uzay Programımızı açıklamıştım. Şimdi ekranların başında bizi izleyen gençlerimize sesleniyorum. Ülkemizin uzay alanındaki hak ve menfaatlerini korumak üzere belirlediğimiz, Türkiye'ye ve medeniyetimize yaraşır, iddialı ama ayakları yere basan tam 10 hedefi sizlerle paylaşmıştım. Ay'a ulaşmaktan uzay ekosistemi oluşturmaya, kalıcı uluslararası birliktelikler kurmaktan insan kaynağı geliştirmeye varan geniş bir yelpazedeki hedef başlıklarımızda adım adım ilerliyoruz.
PROAKTİF BİR TÜRKİYE: Bugün, hedeflerimizden birine yönelik önemli bir duyuruyu sizlerle paylaşmak istiyorum. Artık dünyada siyasi bağımsızlığın teknolojik bağımsızlıktan geçtiğini çok iyi biliyoruz. Türkiye olarak, teknolojik bağımsızlığımızı tesis etmek üzere, gerekli insan kaynağını yetiştirmek, alt ve üst yapıyı inşa etmek, bu alanda farkındalık oluşturmak için çalışıyoruz. Dünya düzeninin belirleyicisi konumundaki teknolojilerin, savunmadan imalat sanayine, araştırma geliştirmeden bilişime kadar her alanında proaktif bir Türkiye inşa ediyoruz.
MİHENK TAŞI OLACAK: Bu bakımdan, Türkiye için uzay yarışında yer almak bir lüks değil, bir mecburiyettir. Teknoloji konusunda öncü olabilmek için uzay alanında edinilecek tecrübelerden, doğacak kazanımlardan hak ettiğimiz payı almamız gerekiyor. Milli Uzay Programı kapsamında gerçekleştireceğimiz her hedef, Türkiye'nin yeni yüzyılındaki başarıları için birer mihenk taşı olacaktır. Türkiye'de bir nesil, ülkelerin uzay yarışını siyah beyaz televizyonlardan hatırlayın izledik, izlediler.
ARTIK O VAKİT GELDİ: Milli Teknoloji Hamlesi vizyonuyla, Türk gençleri uzay yarışının öncü aktörleri olsunlar istiyoruz. İşte bu yüzden, bugün ülkemiz adına tarihi bir âna, yepyeni bir eşiğe hep birlikte adım atacağız. Eminim, bu salondaki basın mensupları aracılığıyla birçok insan, küçük yaşlarından itibaren uzaya gitme hayali kurmuştur, hala kuranlar da vardır. Evet, artık o vakit geldi.
RESMEN BAŞLATIYORUZ: Milli Uzay Programımız çerçevesinde, bir Türk vatandaşının uluslararası uzay istasyonuna gönderilmesi sürecini resmen başlatıyoruz. Hiç şüphesiz bu milli bir görev olacak. Uzaya göndereceğimiz vatandaşımız, kendisinin ya da Türkiye'deki diğer bilim insanlarının yer çekimsiz uzay ortamında yapmak istedikleri bilimsel test ve deneyleri gerçekleştirme imkanına sahip olacak. Bu milli göreve başvuru için uzaya.gov.tr adresini oluşturduk.
"
165,takvim,/magazin/2022/04/25/beta-lakabiyla-bilinen-rapci-berk-bayindirin-supheli-olumu-kiz-arkadasinin-ifadesine-basvuruldu-fark-edince-arkasindan-kostum,Beta lakabıyla bilinen rapçi Berk Bayındır’ın şüpheli ölümü! Kız arkadaşının ifadesine başvuruldu: “Fark edince arkasından koştum...” - Takvim,"

""Beta"" lakabıyla tanınan rapçi Berk Bayındır, bu sabah İstanbul Kâğıthane'de yaşadığı rezidansın 8. katındaki dairesinin camından bilinmeyen bir nedenle düşerek hayatını kaybetti.




İddiaya göre 4 gündür kız arkadaşı S. E ile birlikte kalıyordu. Ünlü isim sabah saat 08.00 sıralarında kaldığı 285 numaralı dairenin balkonundan aşağıya düştü. Kanlar içerisinde kalan Bayındır vefat etti.




""DÜŞERKEN GÖRDÜM""
Sabah'ta yer alan habere göre; yaşanan olayla ilgili polis ekipleri çalışma başlattı. Kağıthane İlçe Emniyet Müdürlüğü ekiplerince yapılan ön çalışmada, görgü tanıklarının bilgisine başvuruldu.
"
166,takvim,/sgk/2022/03/23/bir-yolu-daha-var-duyan-saskin-yas-sartsiz-emeklilik-2-sekilde-mumkun-sgk-mevzuatinda-yeri-var,Bir yolu daha var! Duyan şaşkın! Yaş şartsız emeklilik 2 şekilde mümkün SGK mevzuatında yeri var - Takvim,"

2022 senesi SGK mevzuatında yaş koşulsuz erken emeklilik amacıyla 2 teknik bulunuyor. Çalışanların eksik şartlarla emeklilik hakkı elde edebilmeleri amacıyla ise 3 değişik teknik bulunuyor. Emeklilik hayali kuranlar amacıyla SGK'nın sunmuş olduğu emeklilik haklarını, nasıl ve hangi hallerde geçerli olduğunu, çalışanların kesinlikle bilmesi gereken meşru düzenlemeleri veriyoruz.




 
ERKEN EMEKLİLİK İÇİN ÖNEMLİ ETMEN 
Emeklilik yaşı hesaplamada uygulanan en temel şart işe giriş tarihi. İlk işe giriş, ilk sigorta başlangıç tarihi 1999 yılından önce ise emeklilik yaşı tarihe göre 49 50'ye kadar düşüyor. Ancak 1999-2002, 2002-2008 ve 2008 sonrası dönemler için bu şartı artıyor. En son ise 65 yaşında emeklilik şartı uygulanacak.




2020 ERKEN EMEKLİLİK ŞARTLARI NELERDİR?
Sosyal güvenlik mevzuatına göre ilk kez sigortalı olunan tarihten sonra çalışma gücünü belli oranda kaybeden sigortalılara erken emeklilik hakkı tanınıyor. Erken emeklilik için uyulması gereken şartlar belirtilmiştir:
En az 10 yıl sigortalı olmak,
En az 1800 prim gününün yatırılmış olması,
Sağlık Kurulu'ndan erken emeklilik başvurusu yapan kişinin en az yüzde 60 ve üzerinde iş gücü kaybının olduğunun tespit edilmesi,
4A kapsamında çalışanların işten ayrılmış olması,
4B kapsamında çalışanların ticari faaliyetlerine son vermiş ve herhangi bir prim borcunun bulunmaması,
4C kapsamında çalışanların görevden ayrılmış olması
"
167,takvim,/guncel/2022/02/02/berkay-saner-kimdir-instagram-hesabi-ne-berkay-saner-tutuklandi-mi-dilan-ayin-kardesi-irem-ayin-iskence-goruntuleri-kan-dondurdu,"Berkay Saner kimdir, İnstagram hesabı ne? Berkay Saner tutuklandı mı? Dilan Ay’ın kardeşi İrem Ay’ın işkence görüntüleri kan dondurdu - Takvim","

İrem Ay isimli 23 yaşındaki sosyal medya fenomeninin yaşadığı işkence görüntüleri Türkiye'nin günemine oturdu. İrem Ay'ın iddiasına gçre eski eşi Berkay Saner kendisini kesici aletle yaraladıktan sonra gülümseyerek başında fotoğraf çekti. Genç kadın, sosyal medya hesabından işkence görüntülerini yayınladıktan sonra yardım istedi. Sosyal medyada kısa sürede yayınlan görüntülerin ardından Twitter'da #iremay etiketiyle yüzlerce kullanıcı paylaşımlarda bulundu. Peki Berkay Saner kimdir, İnstagram hesabı ne? Berkay Saner tutuklandı mı? İrem Ay - Berkay Saner olayı nedir? Berkay Saner hasta mı? Bipolar bozukluğu nedir? İşte tüm detaylar ve yeni gelişmeler...
 




BERKAY SANER KİMDİR, İNSTAGRAM HESABI NE?
İnternette ""içerik üreticisi"" olarak tanınan İrem Ay eski eşi Berkay Saner'in kendise sistematik şekilde işkence yağtığını öne sürerek şoke eden fotoğraflar paylaştı. Berkay Saner hakkında bir bilgi bulunmamakla birlikte İrem Ay'ın işkence görüntülerinin üzerine yaptığı açıklamalar herkesi gözyaşlarına boğdu.




İREM AY KİMDİR?
Exatlon Challenge yarışmacısı Dilan Ay'ın kardeşi İrem Ay sosyal medyada yaptığı şiddet gördüğü yönündeki paylaşımlar sonrasında merak edildi. İrem Ay Berkay Saner ile evlenmiştir. Yaklaşık 23 bin takipçisi bulunan İrem Ay'ın instagram adresi iremmaayy olarak biliniyor.

SOSYAL MEDYADAN YARDIM ÇIĞLIĞI
İrem Ay, yaşadığı işkence dolu günleri şu sözlerle ifade etti:
* Ben susarsam, 'susma ve korkma' dediğim her kadın sindirilir ve susar. Korkmuyorum. Başkasının başına gelince ses çıkarmak kolayken kendi başına gelince utanıyor ve geri duruyorsun. Utanması gereken sen değilsin. Şiddetin her türlüsüne hayır. Bir de üstüne gülümseyerek selfie çekilenine.

* Acı çekmek ne demekmiş asıl şimdi anlıyorum. Acı çekmek bayılana kadar dayak Yemek değildi. Ayaktaki cam kesiğine eczanede dikiş attırmak değildi. Asıl acı kalbi baştan aşağı sancılara boğan, insanı sırrını kimselere anlatamadan ölmeyi arzulatan bir şeydi.''

Sosyal medyada büyük infial yaratan görüntülerin ardından binlerce kullanıcı, İrem'e destek mesajları atarken Berkay S.'ye tepki gösterdi. Ayrıca İrem'in kız kardeşi Dilan Ay, ""Annemi kurban ettim ama kardeşimi etmeyeceğim"" paylaşımı yaparak adalet çağrısında bulundu.

"
168,takvim,/guncel/2022/02/02/irem-ay-kimdir-instagram-hesabi-ne-irem-ay-berkay-saner-olayi-nedir-bipolar-bozuklugu-nedir,"İrem Ay kimdir, İnstagram hesabı ne? İrem Ay Berkay Saner olayı nedir? Bipolar bozukluğu nedir? - Takvim","

İrem Ay - Berkay Saner olayı sosyal medyanın en çok konuşulan konuları arasında yer alıyor. Sosyal medya fenomeni Dilan Ay'ın kardeşi olarak bilinen İrem Ay'ın işkence görüntüleri gündem oldu. 4 yıl evli kaldığı Berkay Saner'den şiddet gördüğünü iddia eden İrem Ay hesabından paylaştığı görüntülerle tüm Türkiye'yi ayağa kaldırdı. Peki İrem Ay kimdir, kaç yaşında? İnstagram hesabı ne? Berkay Saner tutuklandı mı? İrem Ay Berkay Saner olayı nedir? Bipolar bozukluğu nedir?



İREM AY KİMDİR?
Dilan Ay' bir dijital içerik platformundan yayınlanan programda yarışmacı olarak yer alıyor. Dilan Ay'ın kardeşi İrem Ay sosyal medyada yaptığı şiddet gördüğü yönündeki paylaşımlarla gündeme geldi.

Berkay Saner ile evlenen İrem Ay internette ""içerik üreticisi"" olarak tanınıyor.
Fenomen İrem Ay: Davamdan vazgeçmem
 
 

4 yıl evli kaldığı Berkay Saner'den ayrıldıktan sonra şiddet gördüğünü öne süren 23 yaşındaki kadın, ardı arkası kesilmeyen skandal fotoğraflar paylaşarak Türkiye'nin gündemine oturdu.

Sosyal medya hesabında yaklaşık 23 bin takipçisi bulunan İrem Ay'ın instagram adresi iremmaayy olarak biliniyor.




İREM AY BERKAY SANER OLAYI NEDİR?
İrem Ay, yaşadığı işkence dolu günleri şu sözlerle anlattı;
* Ben susarsam, 'susma ve korkma' dediğim her kadın sindirilir ve susar. Korkmuyorum. Başkasının başına gelince ses çıkarmak kolayken kendi başına gelince utanıyor ve geri duruyorsun. Utanması gereken sen değilsin. Şiddetin her türlüsüne hayır. Bir de üstüne gülümseyerek selfie çekilenine.

* Acı çekmek ne demekmiş asıl şimdi anlıyorum. Acı çekmek bayılana kadar dayak Yemek değildi. Ayaktaki cam kesiğine eczanede dikiş attırmak değildi. Asıl acı kalbi baştan aşağı sancılara boğan, insanı sırrını kimselere anlatamadan ölmeyi arzulatan bir şeydi.''

Sosyal medyada büyük infial yaratan görüntülerin ardından binlerce kullanıcı, İrem'e destek mesajları atarken Berkay S.'ye tepki gösterdi. Ayrıca İrem'in kız kardeşi Dilan Ay, ""Annemi kurban ettim ama kardeşimi etmeyeceğim"" paylaşımı yaparak adalet çağrısında bulundu.
"
169,takvim,/yasam/2022/01/25/hic-memur-degiliz-ogrencisini-olduresiye-dovdu-yeni-gorevi-hayrete-dusurdu,Hiç ’memur’ değiliz! Öğrencisini öldüresiye döven öğretmenin yeni görevi hayrete düşürdü - Takvim,"

Türkiye, geçtiğimiz ay yaşanan öğretmen vahşetine kilitlendi! Yer Aksaray'ın Ortaköy İlçesi'ydi. Şehit Salih Aksu Ortaokulu'nda görevli matematik öğretmeni Ali Rıza Yücel, öğrencisi T.K'yı kendisine küfür ettiği için defalarca tokatlayıp darp etti! Hakkında soruşturma açılan cani öğretmenin 1.5 yıla kadar hapsi istendi. Bugün hakim karşısına çıkacak olan Yücel ifadesinde ""Birkaç kez tokat attım. Amacım; yalan söylemeyi alışkanlık haline getirmesini engellemekti. Epilepsi ve bipolar bozukluk hastasıyım. Bir anlık sinirle yaptım"" dedi. Görevine son verilen Ali Rıza Yücel'in İl Milli Eğitim Müdürlüğü'nde memur olarak işe girdiği belirlendi. Vatandaştan tepki gecikmedi: Okulun bile önünden geçmemesi gerek!





OTELDE ÖLDÜ
Kanada'da yaşayan işadamı Koral Kanca (55), iş toplantıları için İstanbul'a geldi. 16 Ocak'ta Beşiktaş'taki bir otele yerleşti. 20 Ocak'ta aniden odasında rahatsızlanınca, resepsiyondan yardım istedi. Otel yetkilisi, Kanca'nın kalp krizi geçirdiğini görünce, müdahale etmeye çalıştı. Ambülans geldiğinde Kanca'nın öldüğü belirlendi. Son yolculuğuna uğurlanan Kanca'nın yakınları, şok ölüm üzerine sinir krizleri geçirdi.





KRİPTO İNTİHARI!
İstanbul Kâğıthane'de yaşayan 22 yaşındaki üniversite öğrencisi M.S., canına kıydı. Yaşadığı apartmanın üçüncü katından atlayarak hayatına son veren gencin sosyal medya hesabında yapmış olduğu ""intihar"" içerikli yazı dikkatleri üzerine çekti. Paylaşımında kripto paradan zarar ettiğini paylaşan genç, bu nedenle yaşamına son verdiği ifade etti.
"
170,takvim,/guncel/2022/01/24/son-dakika-aksarayda-ogrencisini-doven-vicdansiz-ogretmen-hakim-karsisina-cikiyor-iste-hakkinda-istenen-ceza,Son dakika: Aksaray’da öğrencisini döven vicdansız öğretmen yarın hakim karşısında! İşte hakkında istenen ceza - Takvim,"

Olay, 14 Aralık'ta Ortaköy ilçesi, Şehit Salih Aksu Ortaokulu'nda meydana geldi. Matematik öğretmeni Ali Rıza Y. bir öğrencisinin 'Hocam, T.K. sizin hakkınızda küfretti' sözleri üzerine sınıftaki T.K.'yi koridora çıkarttı. Ali Rıza Y., kendisine neden küfrettiğini sorduğu erkek öğrencisi T.K.'yi defalarca tokatlayıp, boğazını sıktı.
Maganda ""öğretmen"" görevinden alındı
 
 

Gürültüleri duyup, sınıftan çıkan teknoloji ve tasarım öğretmeni Gülcan Ünlü, burnu kanayan T.K.'yi meslektaşının elinden kurtardı. Olay anı güvenlik kamerasına yansırken, T.K. yaşadıklarını babası Duran K.'ye anlattı. Oğlunu hastaneye götüren Duran K., 10 gün iş göremez raporu alıp, savcılığa suç duyurusunda bulundu.






İL MİLLİ EĞİTİMDE İŞE BAŞLADI
Milli Eğitim Bakanlığı, olayın ardından başlatılan idare soruşturma kapsamında Ali Rıza Y.'nin öğretmenlik mesleğine son verdi. Ali Rıza Y., İl Milli Eğitim Müdürlüğü'nde memur olarak görevine başladı.

Yürütülen Adli soruşturma kapsamında Ali Rıza Y. hakkında, 'Beden ve ruh bakımından kendisini savunamayacak durumda bulunan kişiye karşı, kamu görevlisinin sahip bulunduğu nüfuzu kötüyü kullanmak suretiyle basit yaralama' suçundan 1,5 yıla kadar hapis cezası istemiyle dava açıldı. Ali Rıza Y.'nin yarın Ortaköy Asliye Ceza Mahkemesi'nde yargılanmasına başlanacak.






'OKUL YÖNETİMİ İLE ARAMI BOZDU'
Hazırlanan iddianamede Ali Rıza Y.'nin öğrencisi T.K.'nin kendisine 'deli' dediğini ve küfrettiğini ileri sürerek dövdüğü ve 9 kez tokat attığı, öğrencinin de burnu kanadığı belirtildi. İddianamene Ali Rıza Y.'nin, ifadesine de yer verildi. Ali Rıza Y., ifadesinde ""Derse başlamadan önce bir öğrenci yanıma gelip, T.K.'nin Gülcan Hocaya 'Ali Rıza hoca, deli' dediğini söyledi. T.K. bir hafta önce de benim hakkımda sınıfta sigara içtiğim ve öğrencilere küfrettiğim yönünde söylentiler çıkarttı. Bu nedenle okul yönetimi ile aram bozuldu. Olay günü, T.K.'ye özel olarak bu yaptıklarını sormak için koridora çıkartıp, konuşmak istedim. Birkaç kez mağdurun yüzüne tokat attım. Amacım; mağdurun sürekli yalan söylemeyi alışkanlık haline getirmesini engellemekti. Öğrenciye 'sen benim hakkımda yalan, yanlış şeyleri nasıl söylersin' diye bağırdım"" dedi.
"
171,takvim,/ekonomi/2021/12/15/o-belgeyle-basvurmak-yeter-aninda-toplu-para-odemesi-yapiliyor-kimler-alabilir-iste-basvuru-sartlari,O belgeyle başvurmak yeter! Anında toplu para ödemesi yapılıyor! Kimler alabilir? İşte başvuru şartları - Takvim,"

SGK, emekli olamayanlara toplu para ödemesi yapıyor. Emekli olmak amacıyla çalışan fakat birtakım kıstaslara takılarak emekli olamayanlara müjde geldi! Buna ek olarak emeklilik yaş şartını doldurmasına karşın birtakım engellere takıldığı amacıyla emekli olamayan şahıslara de toplu para alma hakkı tanındı. Peki, kimler SGK toplu para ödemesi alır, toplu para alma şartları neler?
 




 
TOPLU ÖDEME ŞARTLARI NELERDİR?
Emekli olmak amacıyla aranılan yaş şartını karşılayan fakat değişik nedenlerle emekli olamayan vatandaşlara yönelik olarak toplu para ödemesi yapılıyor. Fakat emekli olamayan SGK'dan toplu para alabilmek istiyorsa kesinlikle belirli şartları taşımaları gerekiyor. Bu şartlar;
Erkekler amacıyla 25 yıl, kadınlar için ise 20 senelik çalışma zamanı ve emeklilik yaş şartlarını karşılamak,
Başvuruda olduğu dönemde sigortalı olarak çalışmamak ya da kendi işini yapıyor olmamak,
Takvim.com.tr kısaca veriler sizlerle. Aşağıdan haberimizi okumaya devam edebilirsiniz




Kişinin emekli olmak için aranılan şartları kazanmasına karşın SGK prim borcu sebebi ile ya da emekli olmak amacıyla sigortalılık zamanı kriterlerini karşılayamadığı amacıyla emekli olamaması şartları yer alabilmektedir.
Bu kriterleri taşıyan ve emekli olamayan toplu para hakkından yararlanmak amacıyla müracaatta tespit edilen vatandaşlara SGK prim iadesinde bulunuyor. Bunun amacıyla bireyin SGK prim iade dilekçesi ile müracaatta bulunarak lüzumlu işlemleri yapması yeterli oluyor. Yapılan Bağkur prim iadesi başvurularında yatırılan bütün primler iade edilirken SGK prim iadesi başvurularında ise 2008 yılından evveli amacıyla hem işçi hem işveren primleri, 2008 yılından ardından amacıyla ise yalnızca işçi primleri hesaplanarak ödeniyor. Yani emekli olamayan SGK'dan toplu para alabilir.
"
172,takvim,/yasam/2021/12/08/son-dakika-asci-universite-ogrencisinin-basini-satirla-kesti-antalya-valiliginden-aciklama-supheli-bipolar-29-temmuzdan-bu-yana-kontrollerine-gitmiyor,SON DAKİKA: Aşçı üniversite öğrencisinin başını satırla kesti! Antalya Valiliği’nden açıklama: Şüpheli bipolar 29 Temmuz’dan bu yana kontrollerine gitmiyor - Takvim,"

Antalya Valiliği, özel bir yurtta kalan üniversite öğrencisini öldüren şüphelinin çeşitli psikolojik rahatsızlıklarının bulunduğunu, 29 Temmuz'dan sonra aylık rutin kontrollere gitmediğinin tespit edildiğini bildirdi.




29 TEMMUZ 2021'DEN SONRA KONTROLE GİTMEDİ
Valilikten yapılan açıklamada, üniversite öğrencisi M.S.T'yi öldüren şüpheli İ.G'nin, 21 yıldır aşçı olarak çalıştığı ve olaydan 3 ay önce yurtta işe başladığı belirtildi.




Şüpheliye, 17 Mart 2020'de düzenlenen doktor raporunda bipolar duygulanım bozukluğu teşhisi konulduğuna dikkat çekilen açıklamada, şunlar kaydedildi:
"
173,takvim,/yasam/2021/11/08/izmir-cesme-otoyolunda-ters-yonde-gidip-bir-kisinin-olumune-neden-olan-surucuye-16-yil-8-ay-hapis,İzmir-Çeşme Otoyolu’nda ters yönde gidip bir kişinin ölümüne neden olan sürücüye 16 yıl 8 ay hapis - Takvim,"

İzmir 8. Ağır Ceza Mahkemesindeki duruşmaya, tutuklu sanık Meltem Ö, bulunduğu cezaevinden Ses ve Görüntü Bilişim Sistemi (SEGBİS) ile katıldı.
Duruşmada taraf avukatları da hazır bulundu.





Tutuklu sanık Meltem Ö, tahliyesini talep ederek, ""Olmam gereken ameliyatlarım var. Cezaevindeyken bu ameliyatları yapmıyorlar. Hiçbir işimi kendim yapamıyorum."" dedi.
Sanık avukatı da müvekkilinin bipolar hastası olduğunu savundu. Trafik kazasının müvekkilinin bu hastalığın atak döneminde gerçekleştiğini ileri süren sanık avukatı, ""Bipolar bozukluk hastalarının trafikte hız konusunda kendilerini kontrol edememe durumlarının olduğu bilinmektedir. Müvekkil ters yöne girdiğini bilmekle birlikte ileride kısa sürede karşı şeride geçebileceği düşüncesiyle yola devam ettiğini savunmasında belirtmiştir. Kendisi de ağır derecede yaralanmıştır. Olayın kastla gerçekleşmediği açıktır."" dedi.





Mahkeme heyeti, sanık Meltem Ö'nün Nurullah Gül'e karşı ""kasten öldürme"" suçunu işlediği gerekçesiyle müebbet hapis cezası ile cezalandırılmasına karar verip, sanığın eylemi ""olası kast"" ile işlediği gerekçesiyle de bu cezayı 20 yıla indirdi.
Heyet daha sonra, cezanın sanığın geleceği üzerindeki etkileri nazara alınarak indirim yapılmasına karar verip, Meltem Ö'nün 16 yıl 8 ay hapis ile cezalandırılmasına ve tutukluluk halinin devamına hükmetti.
"
174,takvim,/sgk/2021/11/02/sgkdan-erken-emeklilik-mujdesi-yillardir-bekleniyordu-yas-sartini-tamamlamadan-erken-emekli-olabilirsiniz,SGK’dan erken emeklilik müjdesi! Yıllardır bekleniyordu! Yaş şartını tamamlamadan erken emekli olabilirsiniz! - Takvim,"

Erken emekli olabilmek milyonlarca çalışan doğrultusundan son derece ehemmiyet arz etmektedir. Çalışanların en büyük hayali emekli olup iyi bir maaşa kavuşmak. Emeklilik amacıyla ilk önce sigortadan sonra belli bir vakit geçmesi, işe giriş tarihine göre de prim ve yaş şartlarını tamamlamak gerekiyor. Fakat emeklilik yaşını geri çekmek de mümkün. Sağlık şartları nedeniyle iş kuvveti kaybının yaşandığı hallerde sağlanan bu hakkın detayları haberimizde detaylı olarak yer almaktadır. Emeklilik yaşını bilmeyenler amacıyla yaş hesabı iki siteden çok basit bir şekilde öğrenilir. E-Devlet kanalı yada SGK'nın resmi sitesinden kendinize ait verileri girerek kaç yaşında emekli olabileceğinizi öğrenebilirsiniz.




 
2021 ERKEN EMEKLİLİK ŞARTLARI NELERDİR?
Sosyal güvenlik mevzuatına göre ilk kez sigortalı olunan tarihten sonra çalışma gücünü belli oranda kaybeden sigortalılara erken emeklilik hakkı tanınıyor. Erken emeklilik için uyulması gereken şartlar belirtilmiştir:
En az 10 yıl sigortalı olmak,
En az 1800 prim gününün yatırılmış olması,
Sağlık Kurulu'ndan erken emeklilik başvurusu yapan kişinin en az yüzde 60 ve üzerinde iş gücü kaybının olduğunun tespit edilmesi,
4A kapsamında çalışanların işten ayrılmış olması,
4B kapsamında çalışanların ticari faaliyetlerine son vermiş ve herhangi bir prim borcunun bulunmaması,
4C kapsamında çalışanların görevden ayrılmış olması




 
2021 YILINDA ERKEN EMEKLİ OLMAK İÇİN GEÇERLİ HASTALIKLAR NELERDİR?
Erken emekli olmak isteyenlerin yasa kapsamında ve sağlık raporuyla kanıtlanan hastalıklardan en az bir tanesine sahip olması gerekir. Erken emeklilik için geçerli olan hastalıklar belirlenmiştir:
Kanser (Baş ve boyunun yumuşak dokusu, cilt, lenfoma, lösemi, multipl myelom, tükrük bezleri, tiroid bezi, meme, sinir sistemi, akciğer, mide, ince ve kalın barsak, karaciğer, safra kesesi, safra yolları, pankreas, böbrek, mesane, genital yollar, prostat, testis, penis kanserleri)
"
